,TimeSpent_minutes,Age_Range,humidity(%),Hour,TotalSpent_RM,Basket_colour,Pants_Colour,windspeed(km/h),Shirt_Colour,Day,temperature(Celcius),Body_Size,Dryer_No,Washer_No,Race
1904,59,29,86.0,10,19,5,2,5.0,9,1,26.0,2,8,5,0
3444,51,19,88.0,11,9,8,1,4.0,2,7,26.0,2,10,5,2
198,24,34,85.0,23,17,3,1,4.0,6,6,27.0,0,8,6,1
1768,22,37,83.0,8,19,4,10,6.0,5,1,26.0,1,7,3,2
2875,39,26,90.0,14,11,8,2,4.0,7,1,26.0,1,7,4,3
2240,38,24,88.0,20,19,1,11,5.0,3,6,26.0,1,8,4,3
404,26,54,92.0,14,14,9,5,4.0,6,2,26.0,0,8,4,2
3523,52,41,88.0,13,20,5,3,6.0,4,1,26.0,1,10,4,2
3971,30,31,81.0,6,14,8,0,6.0,6,2,27.0,0,9,4,2
483,20,42,94.0,17,10,6,2,4.0,6,5,24.0,1,7,3,2
1182,60,55,78.0,6,7,6,6,5.0,3,3,28.0,2,7,3,2
1339,21,21,81.0,4,11,3,11,5.0,5,4,26.0,1,9,5,1
1280,47,29,88.0,6,21,7,3,5.0,5,7,26.0,0,9,6,0
1031,55,52,91.0,15,17,3,2,4.0,0,4,24.0,2,7,4,3
791,44,33,75.0,15,13,6,8,7.0,6,6,28.0,0,7,3,0
799,56,31,75.0,18,12,6,10,10.0,6,6,28.0,1,7,4,0
2432,38,18,88.0,13,14,6,1,5.0,2,5,26.0,2,9,6,0
2798,44,42,77.0,10,11,2,1,6.0,9,7,28.0,2,7,5,0
1201,22,28,89.0,22,12,9,5,6.0,6,1,26.0,0,7,5,0
422,33,41,92.0,18,9,0,7,4.0,0,3,25.0,0,8,4,3
2362,38,57,85.0,16,15,6,1,9.0,0,3,27.0,0,7,6,2
3939,14,53,92.0,4,15,0,3,3.0,6,6,26.0,2,7,3,2
1883,57,59,88.0,2,7,10,8,4.0,2,5,26.0,2,7,4,0
3906,55,24,78.0,20,21,4,3,6.0,7,4,27.0,2,10,4,2
1479,32,47,71.0,15,16,6,5,6.0,4,5,27.0,1,9,5,0
2591,56,24,89.0,22,9,5,0,5.0,3,3,26.0,1,9,5,1
2961,39,35,84.0,16,10,9,3,7.0,0,1,27.0,0,10,5,0
1928,33,22,86.0,3,9,1,2,4.0,3,5,26.0,2,8,4,0
2710,13,44,87.0,6,9,0,0,5.0,2,4,27.0,2,10,4,0
3807,32,25,94.0,16,18,6,10,5.0,5,7,26.0,2,7,4,2
1529,18,42,75.0,17,15,0,11,6.0,5,7,26.0,0,7,3,1
902,50,56,76.0,8,12,9,5,4.0,7,3,27.0,0,9,3,3
2809,21,39,82.0,8,12,5,4,10.0,2,2,27.0,2,10,3,3
685,43,38,90.0,3,15,3,2,4.0,5,7,25.0,2,8,5,1
1551,36,27,89.0,13,7,2,7,5.0,5,5,25.0,2,8,4,2
3639,37,42,91.0,5,13,6,6,4.0,2,6,26.0,0,7,4,3
159,39,44,86.0,10,19,1,2,4.0,4,6,26.0,2,8,5,0
999,44,23,90.0,5,11,0,2,6.0,2,2,25.0,2,10,5,0
3231,59,47,94.0,15,19,0,8,4.0,0,7,26.0,2,7,5,3
3749,59,37,85.0,0,15,0,10,6.0,6,7,26.0,1,9,5,2
2250,46,49,69.0,1,20,6,8,9.0,3,4,27.0,1,7,5,3
3473,24,41,85.0,10,7,9,9,4.0,10,7,27.0,2,9,5,0
2689,42,52,78.0,17,7,4,7,4.0,5,2,28.0,1,7,5,3
112,22,30,79.0,1,20,0,9,7.0,0,5,27.0,2,10,6,1
3782,15,60,72.0,12,11,6,1,14.0,8,7,29.0,0,10,6,3
1446,50,59,85.0,13,15,7,1,3.0,2,7,26.0,2,7,5,0
1952,60,32,89.0,19,18,5,8,5.0,7,4,26.0,0,8,6,1
3028,29,29,86.0,11,16,4,2,4.0,2,5,26.0,0,9,4,1
922,49,59,76.0,2,18,4,1,5.0,7,3,28.0,2,10,6,0
1624,40,35,88.0,9,17,3,4,5.0,6,5,26.0,0,10,5,1
3417,28,57,92.0,5,16,8,11,6.0,6,5,25.0,1,9,6,1
2853,13,24,86.0,19,11,5,10,4.0,10,6,27.0,2,8,5,1
3342,24,28,87.0,7,14,2,5,5.0,0,7,26.0,0,9,4,0
2955,14,45,84.0,10,8,10,0,4.0,5,6,26.0,0,8,6,2
1319,36,47,71.0,20,9,4,6,6.0,2,5,27.0,0,8,5,2
1663,51,59,78.0,0,20,1,11,5.0,4,1,28.0,0,10,5,2
815,35,59,86.0,18,19,1,8,4.0,3,3,27.0,1,8,3,0
3276,58,53,90.0,2,17,10,0,4.0,6,4,26.0,0,8,6,2
2266,23,52,75.0,23,16,5,10,7.0,2,5,27.0,1,9,4,0
1473,54,43,81.0,15,15,8,4,4.0,6,6,26.0,0,8,6,1
1773,46,40,82.0,3,14,0,1,5.0,6,3,27.0,1,8,5,3
679,21,36,90.0,2,16,6,0,4.0,6,7,26.0,1,7,6,1
3386,27,31,74.0,11,16,4,10,7.0,10,3,26.0,0,7,5,2
1093,17,27,94.0,13,21,10,7,4.0,10,7,24.0,2,7,6,1
80,12,38,74.0,14,7,6,2,9.0,10,3,27.0,0,7,3,0
1950,27,57,90.0,0,11,4,7,3.0,8,1,25.0,0,8,3,2
3729,53,34,91.0,2,11,1,2,5.0,2,2,26.0,0,10,6,3
3253,32,47,72.0,13,13,5,7,5.0,1,5,29.0,2,9,6,0
3777,35,45,78.0,3,16,5,7,5.0,3,3,28.0,2,9,6,2
2800,28,22,76.0,10,8,6,1,5.0,10,6,27.0,2,9,5,1
1239,32,24,79.0,17,19,8,10,5.0,0,7,27.0,2,9,6,1
329,56,42,91.0,7,18,1,0,4.0,0,7,25.0,1,9,6,3
242,32,33,74.0,18,9,3,4,6.0,4,3,25.0,0,10,3,0
3251,34,35,84.0,8,16,2,2,6.0,10,1,26.0,2,9,5,2
641,40,40,88.0,21,11,4,2,5.0,8,6,26.0,0,7,6,2
696,21,47,90.0,4,19,10,6,5.0,4,7,26.0,1,10,4,1
2257,27,46,90.0,17,7,7,2,3.0,2,2,25.0,0,9,5,2
3996,53,24,81.0,1,13,9,2,8.0,2,6,26.0,1,10,4,0
2818,24,27,89.0,10,11,5,10,4.0,0,6,27.0,1,10,3,0
753,25,35,89.0,4,20,6,0,5.0,6,7,26.0,1,9,6,1
435,28,47,91.0,1,14,0,3,3.0,8,4,25.0,0,9,5,3
1563,56,59,94.0,22,13,4,10,4.0,8,7,25.0,1,10,6,1
1934,19,33,83.0,23,12,2,9,4.0,8,1,26.0,0,8,4,3
3659,13,31,90.0,20,13,7,1,3.0,8,1,25.0,0,10,5,1
3022,58,42,86.0,2,17,4,0,4.0,6,5,26.0,0,7,3,3
1712,17,54,86.0,0,8,7,8,5.0,9,7,26.0,2,7,4,1
551,39,35,88.0,1,10,6,2,5.0,6,6,26.0,1,10,3,1
3310,51,54,87.0,0,11,4,2,5.0,8,6,26.0,2,8,6,0
3445,39,40,80.0,12,13,10,1,8.0,2,6,28.0,2,10,6,1
601,25,46,88.0,11,7,1,2,5.0,8,6,26.0,2,7,5,1
1964,54,25,91.0,14,8,8,2,6.0,5,5,25.0,2,9,5,3
1013,19,27,87.0,23,15,6,8,5.0,6,1,27.0,0,7,4,0
3867,37,52,76.0,16,10,7,5,6.0,0,7,26.0,2,8,6,0
3258,38,47,91.0,10,13,8,10,5.0,1,3,25.0,1,7,4,1
1427,29,24,76.0,4,11,5,6,6.0,3,4,26.0,2,8,3,1
2012,49,53,77.0,10,21,0,11,7.0,10,5,28.0,2,9,6,3
1386,23,36,86.0,8,21,9,8,4.0,7,5,26.0,1,9,6,3
1295,16,24,91.0,16,13,6,1,5.0,9,3,25.0,0,7,5,2
466,39,52,94.0,12,15,5,2,4.0,4,5,24.0,1,8,4,1
1499,56,20,89.0,12,18,2,2,3.0,0,2,26.0,0,10,5,1
3407,25,28,92.0,0,18,3,3,3.0,4,6,26.0,2,8,4,3
3892,51,40,73.0,16,14,4,2,5.0,9,1,28.0,1,7,6,0
277,48,54,84.0,19,20,6,6,4.0,9,3,26.0,2,8,5,3
1069,12,22,81.0,1,18,3,1,5.0,0,2,27.0,1,7,3,1
1548,25,18,84.0,7,12,1,2,5.0,2,7,27.0,0,8,4,0
3065,24,49,81.0,11,10,2,0,5.0,3,7,27.0,2,7,6,3
1024,12,19,78.0,23,16,1,8,5.0,6,7,27.0,2,7,6,0
1465,42,50,90.0,17,15,0,1,3.0,6,5,25.0,0,8,6,0
2770,46,24,94.0,4,12,3,8,8.0,1,4,25.0,2,9,4,3
940,25,20,88.0,8,17,3,4,3.0,9,3,26.0,1,10,5,2
2834,40,27,86.0,17,19,10,2,5.0,10,1,26.0,1,10,4,2
3491,23,30,69.0,17,20,0,1,9.0,1,4,27.0,1,7,4,3
1466,30,58,73.0,11,15,3,11,5.0,2,2,27.0,0,10,3,3
1323,38,57,84.0,16,15,0,11,5.0,6,1,26.0,2,8,3,3
2675,36,18,75.0,11,7,3,6,7.0,1,5,27.0,2,8,5,2
1399,56,53,88.0,11,16,7,4,5.0,0,7,26.0,0,7,6,3
3280,55,54,91.0,0,21,1,6,4.0,5,6,25.0,0,7,3,0
1449,57,20,77.0,14,18,6,4,6.0,5,3,26.0,2,10,5,2
3208,38,56,86.0,1,11,10,4,5.0,3,1,27.0,2,7,4,2
906,22,55,89.0,8,14,8,1,6.0,4,2,26.0,0,10,5,0
3548,52,22,84.0,13,14,8,9,7.0,2,2,27.0,1,8,5,3
2611,11,59,78.0,4,18,6,8,6.0,6,1,27.0,2,7,3,0
1895,25,29,88.0,19,15,1,0,4.0,2,3,26.0,2,9,3,3
388,30,47,90.0,22,11,0,5,4.0,6,1,26.0,1,8,4,2
2070,34,39,84.0,6,13,6,11,5.0,9,4,26.0,2,8,6,2
3113,31,41,89.0,18,9,2,3,6.0,7,5,26.0,0,7,5,1
2172,53,47,67.0,3,11,1,11,14.0,0,7,29.0,1,8,6,1
3139,34,59,88.0,23,21,8,6,6.0,5,5,26.0,0,7,4,1
2821,26,55,86.0,7,20,5,7,5.0,10,5,26.0,0,8,4,0
880,43,27,85.0,4,8,0,4,4.0,9,7,26.0,2,8,4,1
3624,37,50,78.0,10,13,5,1,6.0,2,4,27.0,2,10,4,3
50,24,39,77.0,21,16,7,2,7.0,2,2,27.0,2,9,5,1
1887,48,58,88.0,0,7,10,11,4.0,6,5,26.0,2,9,6,0
1702,52,60,88.0,14,13,4,7,5.0,2,4,26.0,2,10,5,0
3948,52,20,91.0,11,14,3,2,4.0,10,5,26.0,1,8,4,2
133,16,28,77.0,16,21,6,2,7.0,1,5,27.0,0,9,4,0
1105,56,22,72.0,5,13,1,6,11.0,4,7,28.0,0,10,6,3
703,59,47,90.0,4,14,6,1,5.0,8,7,26.0,2,8,5,2
482,49,28,94.0,17,18,0,5,4.0,2,5,24.0,0,9,6,1
1145,37,18,82.0,11,16,3,1,6.0,6,6,26.0,0,9,4,2
2038,13,21,87.0,12,9,9,1,7.0,2,1,26.0,0,7,6,1
3895,54,28,84.0,21,11,6,1,5.0,8,1,26.0,0,9,4,1
66,26,45,77.0,0,16,3,2,9.0,0,2,27.0,1,7,3,0
3686,24,50,84.0,19,13,7,6,4.0,2,6,27.0,0,9,5,3
2781,59,33,76.0,4,14,3,6,10.0,7,5,29.0,2,9,4,2
2313,34,27,82.0,21,14,10,6,5.0,2,7,27.0,1,9,5,3
2849,28,53,72.0,4,8,1,1,7.0,6,4,26.0,2,7,5,2
3492,57,58,77.0,2,18,9,5,10.0,2,5,28.0,2,8,6,3
3103,21,58,87.0,4,17,0,0,7.0,10,4,26.0,0,8,5,1
907,39,37,89.0,1,9,5,1,4.0,7,7,27.0,0,10,5,2
31,54,40,77.0,15,18,0,6,7.0,3,2,27.0,0,9,5,1
2465,36,34,80.0,9,11,6,2,6.0,7,4,27.0,0,10,3,2
2929,29,35,84.0,12,21,6,8,6.0,1,7,27.0,0,9,3,3
2680,30,46,82.0,3,9,9,9,8.0,3,3,27.0,2,10,3,1
3765,27,58,76.0,11,8,8,4,6.0,2,1,26.0,0,7,6,0
10,56,45,78.0,3,21,0,10,7.0,3,2,27.0,0,8,4,0
64,38,49,77.0,23,21,6,2,9.0,1,2,27.0,1,10,6,2
776,16,55,90.0,4,17,3,0,4.0,6,7,26.0,0,10,3,1
77,60,46,74.0,13,21,0,2,8.0,6,3,27.0,0,10,6,0
491,48,38,94.0,19,14,8,10,4.0,2,5,24.0,0,9,6,2
3329,59,52,92.0,16,21,3,3,5.0,2,3,25.0,2,9,5,1
3465,47,34,81.0,22,16,10,1,6.0,5,6,26.0,2,8,4,3
2580,34,45,86.0,18,13,10,6,8.0,7,7,26.0,2,9,3,0
2113,24,32,88.0,18,12,9,3,5.0,1,7,26.0,0,10,6,1
3654,60,58,83.0,19,15,7,7,4.0,3,2,26.0,0,10,4,0
2344,44,53,91.0,0,18,0,6,4.0,10,2,26.0,1,9,4,3
591,39,41,88.0,11,11,6,2,5.0,6,6,26.0,1,10,3,2
2815,34,31,83.0,16,11,5,5,5.0,4,7,27.0,1,9,6,0
1285,23,21,80.0,13,15,1,6,8.0,6,6,28.0,0,7,5,3
3328,11,24,87.0,16,11,1,5,6.0,3,6,25.0,1,10,5,1
724,43,32,89.0,4,8,0,2,5.0,6,7,26.0,2,7,4,3
2674,21,33,65.0,11,15,7,0,14.0,1,7,30.0,1,10,3,2
3326,40,23,89.0,4,16,3,5,7.0,8,4,26.0,0,7,3,3
3931,49,46,67.0,10,16,10,3,9.0,4,7,29.0,2,8,3,0
1212,51,30,83.0,19,15,5,2,4.0,0,6,26.0,1,8,3,2
3864,56,18,80.0,6,11,1,1,6.0,0,4,27.0,0,9,6,0
2299,46,26,91.0,8,8,1,2,4.0,6,3,25.0,1,8,4,2
3412,14,22,69.0,0,14,0,4,9.0,3,4,27.0,2,7,5,1
1637,44,54,84.0,13,20,2,6,4.0,10,6,26.0,2,8,4,2
3797,60,52,88.0,12,13,6,0,5.0,9,7,26.0,2,9,4,3
3789,16,44,84.0,5,8,3,11,5.0,1,4,25.0,1,9,3,1
3124,23,56,88.0,12,17,1,3,5.0,4,1,26.0,2,7,5,0
3886,38,60,74.0,16,17,9,5,7.0,7,6,28.0,0,9,4,2
982,39,56,80.0,23,11,8,11,5.0,5,3,26.0,1,9,4,3
3743,42,41,80.0,4,17,7,11,5.0,0,7,27.0,1,9,6,0
706,19,29,90.0,4,9,3,6,4.0,6,7,25.0,2,9,4,2
2535,44,36,92.0,23,8,5,1,4.0,2,5,26.0,0,8,3,2
1687,48,52,85.0,19,10,9,3,5.0,6,1,26.0,2,7,4,3
3462,60,28,90.0,13,10,5,1,3.0,6,4,26.0,0,7,6,2
273,51,31,84.0,17,18,1,1,4.0,1,3,25.0,2,8,4,0
1709,34,39,75.0,6,10,7,2,7.0,8,5,27.0,1,9,6,1
3439,28,32,84.0,0,14,6,6,5.0,0,1,26.0,2,10,3,0
3629,28,59,88.0,3,19,7,6,5.0,0,7,26.0,1,8,6,3
963,33,47,74.0,16,17,7,4,10.0,7,6,28.0,0,10,5,3
2925,43,37,65.0,15,9,3,3,12.0,2,6,29.0,1,8,4,1
3319,12,29,82.0,9,7,3,4,5.0,2,4,26.0,2,9,4,0
3788,17,57,72.0,1,19,2,9,9.0,5,7,28.0,1,10,5,0
3929,27,43,87.0,23,20,6,1,6.0,5,7,26.0,2,7,5,2
2459,41,27,88.0,5,12,5,2,5.0,0,1,27.0,2,7,3,3
3522,28,27,88.0,1,14,9,2,5.0,5,5,26.0,1,7,4,3
3379,16,45,87.0,1,11,8,1,6.0,1,6,25.0,0,9,4,0
1452,51,18,90.0,16,21,3,11,5.0,3,4,26.0,1,7,6,3
2715,41,22,87.0,21,8,0,0,4.0,10,3,26.0,1,9,5,0
149,22,42,84.0,6,8,4,2,4.0,5,6,26.0,0,7,4,0
2692,55,35,80.0,21,9,2,0,6.0,7,1,26.0,2,7,3,0
2767,29,37,79.0,13,16,4,10,6.0,2,4,26.0,1,7,3,2
1757,22,28,80.0,15,15,4,2,5.0,7,4,26.0,2,10,4,1
218,49,34,91.0,21,20,6,10,3.0,8,4,25.0,2,8,6,1
239,22,35,72.0,18,8,1,5,6.0,2,3,26.0,2,9,5,0
1131,25,49,85.0,6,12,10,6,4.0,0,7,27.0,2,9,3,2
3913,60,47,88.0,3,16,5,9,5.0,0,6,26.0,1,8,3,1
2840,41,27,78.0,9,12,10,1,6.0,5,3,27.0,0,8,3,3
2239,55,21,86.0,10,19,8,7,4.0,4,7,26.0,1,10,3,1
2381,30,35,88.0,0,21,7,5,4.0,4,5,24.0,1,8,3,2
1253,17,38,89.0,18,15,6,1,4.0,8,4,26.0,0,8,5,1
1053,48,26,91.0,15,13,7,2,3.0,7,1,25.0,2,10,5,3
3010,13,50,84.0,20,9,9,11,7.0,3,4,28.0,2,10,4,2
1668,48,39,72.0,7,16,2,7,9.0,5,7,28.0,0,7,3,1
3365,11,20,79.0,6,21,5,6,6.0,2,3,27.0,2,7,4,3
3074,51,36,84.0,8,14,10,0,4.0,1,6,27.0,1,8,5,0
3935,37,57,72.0,16,9,2,0,5.0,9,5,29.0,2,9,4,0
3609,44,35,72.0,14,14,6,7,5.0,3,5,29.0,0,10,4,1
1357,58,25,86.0,8,10,4,1,4.0,2,5,26.0,2,8,3,3
775,20,44,90.0,4,9,6,0,4.0,6,7,25.0,0,7,6,0
2630,12,43,83.0,13,12,2,1,5.0,7,3,27.0,2,7,4,3
2832,52,22,80.0,14,14,0,11,6.0,10,4,26.0,0,9,5,3
3466,50,42,87.0,15,14,7,10,5.0,3,7,26.0,1,7,3,1
839,49,24,76.0,16,20,2,4,6.0,7,7,26.0,0,7,3,1
627,19,38,88.0,16,18,1,2,5.0,3,6,26.0,1,10,3,3
323,48,46,89.0,15,13,1,11,5.0,9,1,26.0,1,7,4,1
3600,23,35,86.0,20,17,9,3,7.0,1,4,27.0,1,9,5,1
3897,55,40,78.0,22,10,5,11,4.0,7,3,27.0,1,7,5,3
1867,55,53,75.0,12,15,10,10,8.0,6,2,27.0,0,10,5,3
1160,27,23,93.0,5,18,6,7,4.0,8,5,25.0,2,7,3,1
2826,59,34,87.0,18,14,1,2,5.0,3,5,26.0,2,10,6,3
1076,53,57,83.0,8,17,8,8,5.0,2,6,26.0,2,10,3,2
2987,52,48,74.0,9,12,5,7,7.0,0,6,29.0,1,7,5,0
437,52,51,91.0,3,9,9,2,3.0,7,4,25.0,0,9,4,1
119,44,34,72.0,10,15,0,2,9.0,6,5,28.0,0,9,5,1
3501,35,60,74.0,15,10,8,8,5.0,3,2,28.0,2,7,3,0
3586,55,29,88.0,23,18,5,1,4.0,0,7,26.0,0,7,5,0
3509,58,50,81.0,17,17,3,1,6.0,7,2,27.0,1,8,3,2
1814,40,34,77.0,18,16,0,6,6.0,0,3,26.0,2,7,6,3
1839,39,36,91.0,16,17,2,6,4.0,5,6,26.0,0,7,6,2
1026,18,58,83.0,9,8,5,1,4.0,2,2,26.0,0,8,4,3
3291,24,31,86.0,16,8,3,7,4.0,2,6,26.0,1,10,5,2
76,15,54,75.0,12,11,6,2,8.0,0,3,27.0,0,8,3,1
3101,14,26,72.0,11,18,8,5,7.0,3,4,27.0,0,9,5,1
900,41,41,81.0,15,14,1,0,5.0,5,4,26.0,1,8,3,0
371,16,48,91.0,17,9,5,2,4.0,5,1,26.0,2,7,4,2
1204,26,42,89.0,14,16,8,1,3.0,10,1,25.0,0,9,5,3
3567,51,57,82.0,11,21,10,2,6.0,5,7,27.0,2,8,5,2
3961,25,52,78.0,2,17,5,6,5.0,9,3,28.0,0,10,5,2
941,32,25,89.0,15,17,7,8,5.0,0,4,26.0,0,9,5,1
2625,12,44,89.0,12,17,5,3,4.0,2,2,26.0,0,7,6,1
2867,43,19,90.0,13,8,7,11,4.0,3,4,26.0,1,7,3,0
552,14,41,88.0,1,13,2,2,5.0,4,6,25.0,0,7,4,1
406,46,54,91.0,16,11,2,2,4.0,9,2,26.0,1,9,4,3
2117,28,53,94.0,6,13,9,10,4.0,7,4,25.0,1,10,5,1
3292,18,31,92.0,1,9,4,11,6.0,6,5,25.0,0,7,6,3
1613,54,52,87.0,6,9,4,6,8.0,0,7,26.0,1,10,6,3
2934,46,21,90.0,23,9,8,1,5.0,5,2,26.0,0,9,5,0
968,50,26,91.0,4,9,7,0,4.0,1,1,26.0,1,10,4,0
2833,34,18,86.0,11,11,4,1,5.0,2,7,27.0,0,10,6,3
3486,20,49,88.0,8,19,5,5,5.0,4,4,26.0,1,8,6,2
3563,57,38,76.0,0,21,8,6,6.0,2,7,26.0,2,7,6,3
2349,52,31,88.0,10,14,3,11,7.0,0,4,26.0,1,9,3,1
1746,44,38,90.0,4,20,2,5,5.0,3,5,26.0,1,7,6,0
689,23,54,90.0,3,20,3,0,4.0,6,7,26.0,1,10,3,1
2860,60,58,66.0,0,15,10,2,12.0,0,6,29.0,1,10,5,3
3109,46,44,84.0,20,16,10,7,5.0,8,1,26.0,0,10,3,3
1738,51,55,89.0,18,21,10,5,5.0,0,4,26.0,0,8,6,1
236,28,55,74.0,17,18,0,4,7.0,4,3,26.0,2,7,3,0
3808,22,25,87.0,18,15,10,0,6.0,7,5,26.0,0,10,4,3
1986,40,48,86.0,0,13,3,0,5.0,10,6,25.0,2,10,5,1
1983,21,52,78.0,10,17,8,3,5.0,4,1,27.0,0,10,4,3
3163,60,37,81.0,8,18,1,5,5.0,8,3,28.0,2,9,3,1
2842,56,45,70.0,15,9,1,2,5.0,8,5,29.0,1,9,3,0
499,48,43,94.0,21,16,0,2,5.0,2,5,25.0,1,7,5,1
822,55,20,74.0,12,17,6,0,6.0,4,6,29.0,0,9,5,3
3127,23,50,77.0,8,21,0,6,6.0,2,7,28.0,1,10,6,1
794,42,45,77.0,16,11,1,2,7.0,0,6,27.0,0,7,4,0
3989,50,26,79.0,19,13,5,9,7.0,2,6,27.0,2,7,6,1
990,11,44,84.0,7,16,7,10,5.0,2,1,26.0,0,8,3,0
567,13,38,88.0,8,15,0,11,4.0,8,6,26.0,2,10,3,2
2982,36,59,85.0,10,12,4,1,6.0,0,1,27.0,0,8,5,2
2435,25,54,87.0,9,21,5,9,5.0,5,5,26.0,0,8,3,2
390,35,44,90.0,22,18,0,11,4.0,8,1,26.0,2,8,5,2
743,36,40,90.0,4,21,6,2,5.0,1,7,26.0,2,7,5,1
2400,16,48,89.0,12,10,8,7,4.0,7,5,27.0,1,8,3,1
1217,39,40,85.0,18,21,3,8,4.0,10,6,27.0,0,7,3,0
235,19,50,72.0,17,15,0,0,7.0,0,3,26.0,2,9,5,0
3671,17,49,84.0,19,18,2,1,7.0,9,2,26.0,1,9,4,3
480,23,43,94.0,17,21,0,10,4.0,2,5,25.0,0,9,5,1
2042,16,28,78.0,3,15,7,0,6.0,0,3,26.0,1,7,5,0
2615,35,52,82.0,21,7,3,1,5.0,6,7,27.0,2,9,3,2
3188,53,33,85.0,22,21,9,1,4.0,7,5,26.0,1,8,6,3
1677,43,45,82.0,9,8,4,2,5.0,7,2,27.0,0,8,3,3
3643,29,18,88.0,4,12,8,1,5.0,4,3,26.0,1,8,6,3
3844,29,31,79.0,23,18,2,5,7.0,2,6,27.0,0,9,6,3
3430,36,47,88.0,21,9,9,4,5.0,6,5,26.0,1,8,5,2
3513,58,18,89.0,0,7,8,10,4.0,9,4,26.0,0,8,3,1
120,58,53,77.0,11,13,10,5,9.0,0,5,28.0,2,9,3,0
3827,17,50,85.0,17,16,7,4,4.0,1,1,26.0,2,9,5,2
3072,32,57,85.0,15,12,5,10,6.0,1,4,26.0,1,7,5,2
3134,36,54,78.0,9,19,9,1,6.0,5,3,27.0,1,7,4,2
1272,22,30,73.0,10,12,6,6,6.0,4,4,26.0,0,10,4,1
926,29,35,82.0,3,16,5,4,5.0,1,4,26.0,0,10,4,1
2563,53,56,84.0,0,16,3,4,5.0,0,1,27.0,2,8,5,1
1594,17,35,84.0,17,12,4,10,6.0,2,7,27.0,1,7,5,1
223,15,35,90.0,7,11,1,9,5.0,2,7,25.0,0,10,6,0
766,41,54,90.0,4,18,6,4,5.0,6,7,26.0,0,8,6,1
613,60,42,88.0,14,16,1,2,5.0,6,6,26.0,2,9,3,1
2891,39,36,86.0,23,11,2,10,5.0,8,3,27.0,2,9,3,2
1245,59,44,88.0,1,14,2,1,4.0,4,7,26.0,2,8,6,1
1540,40,47,87.0,19,18,9,4,4.0,8,4,27.0,0,7,3,0
52,20,54,76.0,22,16,6,2,9.0,6,2,27.0,1,9,3,3
529,45,39,94.0,23,8,2,3,4.0,9,5,25.0,0,7,3,1
2533,44,50,88.0,2,14,10,9,4.0,1,6,27.0,1,7,6,3
1899,37,34,90.0,23,10,10,8,4.0,2,1,26.0,0,8,3,1
3899,38,21,86.0,5,10,6,11,5.0,6,4,27.0,1,8,5,0
818,30,43,72.0,14,10,9,5,5.0,10,6,28.0,1,7,4,2
155,19,42,84.0,9,20,0,0,4.0,9,6,26.0,0,8,6,1
2648,18,56,73.0,7,14,3,3,5.0,2,5,29.0,1,9,4,2
3829,48,60,89.0,2,18,9,3,5.0,8,1,25.0,0,9,4,1
248,33,38,73.0,19,18,1,0,6.0,5,3,25.0,1,10,3,0
761,19,46,90.0,4,14,0,6,4.0,6,7,26.0,0,9,5,1
1894,25,53,86.0,17,7,2,2,7.0,1,3,27.0,1,10,5,0
2029,43,22,85.0,21,7,9,1,5.0,3,1,26.0,0,9,3,2
3805,56,21,80.0,20,11,1,8,5.0,4,4,26.0,1,8,5,1
1130,42,30,85.0,17,9,7,3,4.0,0,2,26.0,2,8,6,1
542,36,29,88.0,0,19,6,8,5.0,2,6,26.0,0,9,6,2
793,56,42,77.0,16,16,3,2,7.0,2,6,27.0,0,8,5,0
1725,59,36,91.0,9,21,4,5,4.0,2,6,26.0,2,9,4,3
3189,52,46,80.0,9,21,7,8,6.0,10,1,26.0,2,7,5,0
3783,13,38,84.0,17,14,6,0,6.0,1,1,26.0,0,9,4,1
628,32,54,88.0,16,20,0,2,5.0,5,6,26.0,1,8,4,1
2198,21,35,77.0,12,19,4,8,6.0,1,6,28.0,0,10,3,3
3599,22,22,69.0,4,15,3,2,9.0,3,4,28.0,2,10,5,2
2339,20,27,77.0,10,21,10,11,8.0,1,5,28.0,1,7,6,1
2429,40,33,84.0,1,20,4,1,4.0,6,6,26.0,0,9,5,1
3795,30,41,69.0,0,12,7,7,6.0,0,3,28.0,1,9,5,2
2734,48,53,80.0,19,14,4,8,6.0,0,1,27.0,0,7,4,2
1367,52,54,91.0,2,19,7,8,3.0,8,5,25.0,1,8,4,3
3272,50,59,88.0,19,16,1,7,5.0,2,5,26.0,2,10,4,3
1620,15,25,78.0,18,14,2,7,6.0,0,1,26.0,1,7,6,3
2945,21,29,86.0,13,13,6,5,4.0,3,5,26.0,0,9,5,2
3709,58,38,83.0,10,15,5,6,5.0,5,2,26.0,2,10,3,0
2902,31,22,88.0,18,9,8,5,5.0,3,5,26.0,0,9,6,1
1071,26,30,86.0,22,20,8,3,4.0,0,5,26.0,1,7,3,2
554,32,44,88.0,1,15,2,0,5.0,6,6,26.0,1,10,6,1
1828,12,54,90.0,17,18,0,4,4.0,3,5,26.0,0,9,4,2
826,28,23,72.0,23,19,8,2,5.0,7,6,28.0,0,8,6,1
3992,21,51,77.0,1,17,0,0,10.0,8,1,27.0,2,9,5,0
1984,37,50,80.0,18,19,4,7,6.0,9,7,28.0,0,8,5,0
3964,43,45,78.0,8,16,3,8,6.0,10,4,27.0,0,9,4,1
1837,38,54,78.0,13,17,0,4,7.0,9,6,27.0,0,7,3,0
2939,48,29,85.0,0,10,5,9,4.0,0,7,27.0,1,10,3,3
